timestamp,source,command,duration_ms,success,internal_latency_us
2025-12-30T05:50:36.794Z,WebApp,emergency,30.88,True
2025-12-30T05:50:37.292Z,WebApp,reset,60.38,True
2025-12-30T05:50:37.709Z,WebApp,emergency,49.52,True
2025-12-30T05:50:38.294Z,WebApp,reset,81.11,True
2025-12-30T05:50:38.735Z,WebApp,emergency,53.64,True
2025-12-30T05:50:39.214Z,WebApp,reset,43.65,True
2025-12-30T05:50:39.652Z,WebApp,emergency,29.23,True
2025-12-30T05:50:40.163Z,WebApp,reset,31.87,True
2025-12-30T05:50:40.653Z,WebApp,emergency,45.85,True
2025-12-30T05:50:41.801Z,WebApp,emergency,192.28,True
2025-12-30T05:50:42.937Z,WebApp,emergency,108.44,True
2025-12-30T05:50:43.343Z,WebApp,reset,48.69,True
2025-12-30T05:50:44.089Z,WebApp,emergency,25.42,True
2025-12-30T05:50:44.801Z,WebApp,reset,20.89,True
2025-12-30T05:50:45.414Z,WebApp,emergency,28.79,True
2025-12-30T05:50:46.209Z,WebApp,reset,68.47,True
2025-12-30T05:50:46.802Z,WebApp,emergency,21.84,True
2025-12-30T05:50:47.529Z,WebApp,reset,83.41,True
2025-12-30T05:50:48.124Z,WebApp,emergency,41.05,True
2025-12-30T05:50:48.798Z,WebApp,reset,38.07,True
2025-12-30T05:50:49.582Z,WebApp,emergency,31.37,True
2025-12-30T05:50:50.230Z,WebApp,reset,19.35,True
2025-12-30T05:50:50.839Z,WebApp,emergency,28.32,True
2025-12-30T05:50:51.761Z,WebApp,emergency,30.39,True
2025-12-30T05:50:52.367Z,WebApp,reset,36.73,True
2025-12-30T05:50:53.196Z,WebApp,emergency,40.31,True
2025-12-30T05:50:53.723Z,WebApp,reset,56.24,True
2025-12-30T05:50:53.994Z,WebApp,emergency,53.61,True
2025-12-30T05:50:54.781Z,WebApp,emergency,75.11,True
2025-12-30T05:50:56.244Z,WebApp,emergency,32.13,True
2025-12-30T05:50:56.475Z,WebApp,emergency,19.11,True
2025-12-30T05:50:56.685Z,WebApp,emergency,21.98,True
2025-12-30T05:51:03.097Z,WebApp,reset,18.41,True
2025-12-30T05:51:27.144Z,WebApp,start,63.16,True
2025-12-30T05:51:28.169Z,WebApp,stop,143.55,True
2025-12-30T05:51:29.152Z,WebApp,stop,57.45,True
2025-12-30T05:51:30.067Z,WebApp,stop,28.59,True
2025-12-30T05:51:30.265Z,WebApp,stop,28.35,True
2025-12-30T05:51:30.440Z,WebApp,stop,23.23,True
2025-12-30T05:51:30.938Z,WebApp,stop,28.72,True
2025-12-30T05:51:31.690Z,WebApp,emergency,75.54,True
2025-12-30T05:51:32.572Z,WebApp,reset,55.71,True
2025-12-30T05:51:34.346Z,WebApp,emergency,38.03,True
2025-12-30T05:51:35.458Z,WebApp,reset,57.91,True
2025-12-30T05:51:39.865Z,WebApp,start,48.34,True
2025-12-30T05:51:41.713Z,WebApp,stop,27.30,True
2025-12-30T05:51:43.485Z,WebApp,stop,39.72,True
2025-12-30T05:51:44.784Z,WebApp,emergency,33.45,True
2025-12-30T05:51:45.568Z,WebApp,reset,62.41,True
2025-12-30T05:51:46.663Z,WebApp,start,266.75,True
2025-12-30T05:51:47.213Z,WebApp,emergency,50.10,True
2025-12-30T05:51:47.825Z,WebApp,reset,53.82,True
2025-12-30T05:51:48.371Z,WebApp,emergency,54.92,True
2025-12-30T05:51:49.216Z,WebApp,reset,51.94,True
